gene	liver_448_adjacent_non-tumor_tissue	liver_448_tumor	liver_473_adjacent_non-tumor_tissue	liver_473_tumor	liver_510_adjacent_non-tumor_tissue	liver_510_tumor
KIF22	562	1038	507	1339	342	453
KIF23	46	1019	25	386	13	935
KIF24	28	143	15	208	19	162
KIF25	8	3	5	4	7	40
KIF25-AS1	0	0	0	0	2	0
KIF26A	60	27	34	10	32	16
KIF26B	3	0	0	0	1	2
KIF26B-AS1	1	0	0	0	0	0
KIF26B_1	0	0	0	0	0	0
KIF27	89	84	48	61	34	44
KIF2A	326	911	212	742	193	1254
KIF2B	0	0	0	0	0	0
KIF2C	34	1186	12	473	13	679
KIF3A	160	236	69	289	55	203
KIF3B	1275	1537	888	2681	1384	1833
KIF3C	95	248	44	60	84	274
KIF4A	23	1054	18	806	11	516
KIF4B	1	88	1	52	1	42
KIF5A	1	2	0	0	2	2
KIF5B	2435	3716	1212	3509	1189	13541
KIF5C	41	16	13	6	2	53
KIF5C-AS1	0	0	0	0	0	8
KIF5C_1	0	0	0	0	0	0
KIF6	16	3	13	14	9	3
KIF7	35	103	20	18	13	10
KIF9	47	87	45	96	38	63
KIF9-AS1	6	29	9	8	11	9
KIFAP3	541	931	392	1557	449	820
KIFBP	295	449	218	492	281	374
KIFC1	0	0	0	0	0	0
KIFC1_1	0	0	0	0	0	0
KIFC1_2	0	0	0	0	0	0
KIFC2	93	538	48	123	54	482
KIFC3	516	437	197	517	274	1008
KIN	337	274	319	336	171	957
KIR2DL1	0	0	0	0	0	0
KIR2DL1_1	0	0	0	0	0	0
KIR2DL1_10	0	0	0	0	0	0
KIR2DL1_11	0	0	0	0	0	0
KIR2DL1_12	0	0	0	0	0	0
KIR2DL1_13	0	0	0	0	0	0
KIR2DL1_14	0	0	0	0	0	0
KIR2DL1_15	0	0	0	0	0	0
KIR2DL1_16	0	0	0	0	0	0
KIR2DL1_17	0	0	0	0	0	0
KIR2DL1_18	0	0	0	0	0	0
KIR2DL1_19	0	0	0	0	0	0
KIR2DL1_2	0	0	0	0	0	0
KIR2DL1_20	0	0	0	0	0	0
KIR2DL1_21	0	0	0	0	0	0
KIR2DL1_22	0	0	0	0	0	0
KIR2DL1_23	0	0	0	0	0	0
KIR2DL1_24	0	0	0	0	0	0
KIR2DL1_25	0	0	0	0	0	0
KIR2DL1_26	0	0	0	0	0	0
KIR2DL1_27	0	0	0	0	0	0
KIR2DL1_28	0	0	0	0	0	0
KIR2DL1_29	0	0	0	0	0	0
KIR2DL1_3	0	0	0	0	0	0
KIR2DL1_30	0	0	0	0	0	0
KIR2DL1_31	0	0	0	0	0	0
KIR2DL1_32	0	0	0	0	0	0
KIR2DL1_33	0	0	0	0	0	0
KIR2DL1_4	0	0	0	0	0	0
KIR2DL1_5	0	0	0	0	0	0
KIR2DL1_6	0	0	0	0	0	0
KIR2DL1_7	0	0	0	0	0	0
KIR2DL1_8	0	0	0	0	0	0
KIR2DL1_9	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0
KIR2DL2_1	0	0	0	0	0	0
KIR2DL2_10	0	0	0	0	0	0
KIR2DL2_11	0	0	0	0	0	0
KIR2DL2_12	0	0	0	0	0	0
KIR2DL2_13	0	0	0	0	0	0
KIR2DL2_14	0	0	0	0	0	0
KIR2DL2_15	0	0	0	0	0	0
KIR2DL2_2	0	0	0	0	0	0
KIR2DL2_3	0	0	0	0	0	0
KIR2DL2_4	0	0	0	0	0	0
KIR2DL2_5	0	0	0	0	0	0
KIR2DL2_6	0	0	0	0	0	0
KIR2DL2_7	0	0	0	0	0	0
KIR2DL2_8	0	0	0	0	0	0
KIR2DL2_9	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0
KIR2DL3_1	0	0	0	0	0	0
KIR2DL3_10	0	0	0	0	0	0
KIR2DL3_11	0	0	0	0	0	0
KIR2DL3_12	0	0	0	0	0	0
KIR2DL3_13	0	0	0	0	0	0
KIR2DL3_14	0	0	0	0	0	0
KIR2DL3_15	0	0	0	0	0	0
KIR2DL3_16	0	0	0	0	0	0
KIR2DL3_17	0	0	0	0	0	0
KIR2DL3_18	0	0	0	0	0	0
KIR2DL3_19	0	0	0	0	0	0
KIR2DL3_2	0	0	0	0	0	0
KIR2DL3_20	0	0	0	0	0	0
KIR2DL3_21	0	0	0	0	0	0
KIR2DL3_22	0	0	0	0	0	0
KIR2DL3_23	0	0	0	0	0	0
KIR2DL3_24	0	0	0	0	0	0
KIR2DL3_25	0	0	0	0	0	0
KIR2DL3_26	0	0	0	0	0	0
KIR2DL3_27	0	0	0	0	0	0
KIR2DL3_28	0	0	0	0	0	0
KIR2DL3_29	0	0	0	0	0	0
KIR2DL3_3	0	0	0	0	0	0
KIR2DL3_30	0	0	0	0	0	0
KIR2DL3_4	0	0	0	0	0	0
KIR2DL3_5	0	0	0	0	0	0
KIR2DL3_6	0	0	0	0	0	0
KIR2DL3_7	0	0	0	0	0	0
KIR2DL3_8	0	0	0	0	0	0
KIR2DL3_9	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0
KIR2DL4_1	0	0	0	0	0	0
KIR2DL4_10	0	0	0	0	0	0
KIR2DL4_11	0	0	0	0	0	0
KIR2DL4_12	0	0	0	0	0	0
KIR2DL4_13	0	0	0	0	0	0
KIR2DL4_14	0	0	0	0	0	0
KIR2DL4_15	0	0	0	0	0	0
KIR2DL4_16	0	0	0	0	0	0
KIR2DL4_17	0	0	0	0	0	0
KIR2DL4_18	0	0	0	0	0	0
KIR2DL4_19	0	0	0	0	0	0
KIR2DL4_2	0	0	0	0	0	0
KIR2DL4_20	0	0	0	0	0	0
KIR2DL4_21	0	0	0	0	0	0
KIR2DL4_22	0	0	0	0	0	0
KIR2DL4_23	0	0	0	0	0	0
KIR2DL4_24	0	0	0	0	0	0
KIR2DL4_25	0	0	0	0	0	0
KIR2DL4_26	0	0	0	0	0	0
KIR2DL4_27	0	0	0	0	0	0
KIR2DL4_28	0	0	0	0	0	0
KIR2DL4_29	0	0	0	0	0	0
KIR2DL4_3	0	0	0	0	0	0
KIR2DL4_30	0	0	0	0	0	0
KIR2DL4_31	0	0	0	0	0	0
KIR2DL4_32	0	0	0	0	0	0
KIR2DL4_33	0	0	0	0	0	0
KIR2DL4_34	0	0	0	0	0	0
KIR2DL4_35	0	0	0	0	0	0
KIR2DL4_36	0	0	0	0	0	0
KIR2DL4_37	0	0	0	0	0	0
KIR2DL4_38	0	0	0	0	0	0
KIR2DL4_39	0	0	0	0	0	0
KIR2DL4_4	0	0	0	0	0	0
KIR2DL4_40	0	0	0	0	0	0
KIR2DL4_5	0	0	0	0	0	0
KIR2DL4_6	0	0	0	0	0	0
KIR2DL4_7	0	0	0	0	0	0
KIR2DL4_8	0	0	0	0	0	0
KIR2DL4_9	0	0	0	0	0	0
KIR2DL5A	0	0	0	0	0	0
KIR2DL5A_1	0	0	0	0	0	0
KIR2DL5A_2	0	0	0	0	0	0
KIR2DL5A_3	0	0	0	0	0	0
KIR2DL5A_4	0	0	0	0	0	0
KIR2DL5A_5	0	0	0	0	0	0
KIR2DL5A_6	0	0	0	0	0	0
KIR2DL5A_7	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0
KIR2DL5B_1	0	0	0	0	0	0
KIR2DL5B_2	0	0	0	0	0	0
KIR2DL5B_3	0	0	0	0	0	0
KIR2DL5B_4	0	0	0	0	0	0
KIR2DL5B_5	0	0	0	0	0	0
KIR2DL5B_6	0	0	0	0	0	0
KIR2DL5B_7	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0
KIR2DS1_1	0	0	0	0	0	0
KIR2DS1_10	0	0	0	0	0	0
KIR2DS1_11	0	0	0	0	0	0
KIR2DS1_2	0	0	0	0	0	0
KIR2DS1_3	0	0	0	0	0	0
KIR2DS1_4	0	0	0	0	0	0
KIR2DS1_5	0	0	0	0	0	0
KIR2DS1_6	0	0	0	0	0	0
KIR2DS1_7	0	0	0	0	0	0
KIR2DS1_8	0	0	0	0	0	0
KIR2DS1_9	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0
KIR2DS2_1	0	0	0	0	0	0
KIR2DS2_10	0	0	0	0	0	0
KIR2DS2_11	0	0	0	0	0	0
KIR2DS2_12	0	0	0	0	0	0
KIR2DS2_13	0	0	0	0	0	0
KIR2DS2_2	0	0	0	0	0	0
KIR2DS2_3	0	0	0	0	0	0
KIR2DS2_4	0	0	0	0	0	0
KIR2DS2_5	0	0	0	0	0	0
KIR2DS2_6	0	0	0	0	0	0
KIR2DS2_7	0	0	0	0	0	0
KIR2DS2_8	0	0	0	0	0	0
KIR2DS2_9	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0
KIR2DS3_1	0	0	0	0	0	0
KIR2DS3_2	0	0	0	0	0	0
KIR2DS3_3	0	0	0	0	0	0
KIR2DS3_4	0	0	0	0	0	0
KIR2DS3_5	0	0	0	0	0	0
KIR2DS3_6	0	0	0	0	0	0
KIR2DS3_7	0	0	0	0	0	0
KIR2DS3_8	0	0	0	0	0	0
KIR2DS3_9	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0
KIR2DS4_1	0	0	0	0	0	0
KIR2DS4_10	0	0	0	0	0	0
KIR2DS4_11	0	0	0	0	0	0
KIR2DS4_12	0	0	0	0	0	0
KIR2DS4_13	0	0	0	0	0	0
KIR2DS4_14	0	0	0	0	0	0
KIR2DS4_15	0	0	0	0	0	0
KIR2DS4_16	0	0	0	0	0	0
KIR2DS4_17	0	0	0	0	0	0
KIR2DS4_18	0	0	0	0	0	0
KIR2DS4_19	0	0	0	0	0	0
KIR2DS4_2	0	0	0	0	0	0
KIR2DS4_20	0	0	0	0	0	0
KIR2DS4_21	0	0	0	0	0	0
KIR2DS4_22	0	0	0	0	0	0
KIR2DS4_23	0	0	0	0	0	0
KIR2DS4_24	0	0	0	0	0	0
KIR2DS4_25	0	0	0	0	0	0
KIR2DS4_26	0	0	0	0	0	0
KIR2DS4_27	0	0	0	0	0	0
KIR2DS4_28	0	0	0	0	0	0
KIR2DS4_29	0	0	0	0	0	0
KIR2DS4_3	0	0	0	0	0	0
KIR2DS4_30	0	0	0	0	0	0
KIR2DS4_31	0	0	0	0	0	0
KIR2DS4_32	0	0	0	0	0	0
KIR2DS4_4	0	0	0	0	0	0
KIR2DS4_5	0	0	0	0	0	0
KIR2DS4_6	0	0	0	0	0	0
KIR2DS4_7	0	0	0	0	0	0
KIR2DS4_8	0	0	0	0	0	0
KIR2DS4_9	0	0	0	0	0	0
KIR2DS5	0	0	0	0	0	0
KIR2DS5_1	0	0	0	0	0	0
KIR2DS5_2	0	0	0	0	0	0
KIR2DS5_3	0	0	0	0	0	0
KIR2DS5_4	0	0	0	0	0	0
KIR2DS5_5	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0
KIR3DL1_1	0	0	0	0	0	0
KIR3DL1_10	0	0	0	0	0	0
KIR3DL1_11	0	0	0	0	0	0
KIR3DL1_12	0	0	0	0	0	0
KIR3DL1_13	0	0	0	0	0	0
KIR3DL1_14	0	0	0	0	0	0
KIR3DL1_15	0	0	0	0	0	0
KIR3DL1_16	0	0	0	0	0	0
KIR3DL1_17	0	0	0	0	0	0
KIR3DL1_18	0	0	0	0	0	0
KIR3DL1_19	0	0	0	0	0	0
KIR3DL1_2	0	0	0	0	0	0
KIR3DL1_20	0	0	0	0	0	0
KIR3DL1_21	0	0	0	0	0	0
KIR3DL1_22	0	0	0	0	0	0
KIR3DL1_23	0	0	0	0	0	0
KIR3DL1_24	0	0	0	0	0	0
KIR3DL1_25	0	0	0	0	0	0
KIR3DL1_26	0	0	0	0	0	0
KIR3DL1_27	0	0	0	0	0	0
KIR3DL1_28	0	0	0	0	0	0
KIR3DL1_29	0	0	0	0	0	0
KIR3DL1_3	0	0	0	0	0	0
KIR3DL1_30	0	0	0	0	0	0
KIR3DL1_31	0	0	0	0	0	0
KIR3DL1_32	0	0	0	0	0	0
KIR3DL1_4	0	0	0	0	0	0
KIR3DL1_5	0	0	0	0	0	0
KIR3DL1_6	0	0	0	0	0	0
KIR3DL1_7	0	0	0	0	0	0
KIR3DL1_8	0	0	0	0	0	0
KIR3DL1_9	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0
KIR3DL2_1	0	0	0	0	0	0
KIR3DL2_10	0	0	0	0	0	0
KIR3DL2_11	0	0	0	0	0	0
KIR3DL2_12	0	0	0	0	0	0
KIR3DL2_13	0	0	0	0	0	0
KIR3DL2_14	0	0	0	0	0	0
KIR3DL2_15	0	0	0	0	0	0
KIR3DL2_16	0	0	0	0	0	0
KIR3DL2_17	0	0	0	0	0	0
KIR3DL2_18	0	0	0	0	0	0
KIR3DL2_19	0	0	0	0	0	0
KIR3DL2_2	0	0	0	0	0	0
KIR3DL2_20	0	0	0	0	0	0
KIR3DL2_21	0	0	0	0	0	0
KIR3DL2_22	0	0	0	0	0	0
KIR3DL2_23	0	0	0	0	0	0
KIR3DL2_24	0	0	0	0	0	0
KIR3DL2_25	0	0	0	0	0	0
KIR3DL2_26	0	0	0	0	0	0
KIR3DL2_27	0	0	0	0	0	0
KIR3DL2_28	0	0	0	0	0	0
KIR3DL2_29	0	0	0	0	0	0
KIR3DL2_3	0	0	0	0	0	0
KIR3DL2_30	0	0	0	0	0	0
KIR3DL2_31	0	0	0	0	0	0
KIR3DL2_32	0	0	0	0	0	0
KIR3DL2_33	0	0	0	0	0	0
KIR3DL2_34	0	0	0	0	0	0
KIR3DL2_35	0	0	0	0	0	0
KIR3DL2_36	0	0	0	0	0	0
KIR3DL2_37	0	0	0	0	0	0
KIR3DL2_38	0	0	0	0	0	0
KIR3DL2_39	0	0	0	0	0	0
KIR3DL2_4	0	0	0	0	0	0
KIR3DL2_40	0	0	0	0	0	0
KIR3DL2_41	0	0	0	0	0	0
KIR3DL2_42	0	0	0	0	0	0
KIR3DL2_43	0	0	0	0	0	0
KIR3DL2_44	0	0	0	0	0	0
KIR3DL2_45	0	0	0	0	0	0
KIR3DL2_46	0	0	0	0	0	0
KIR3DL2_5	0	0	0	0	0	0
KIR3DL2_6	0	0	0	0	0	0
KIR3DL2_7	0	0	0	0	0	0
KIR3DL2_8	0	0	0	0	0	0
KIR3DL2_9	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0
KIR3DL3_1	0	0	0	0	0	0
KIR3DL3_10	0	0	0	0	0	0
KIR3DL3_11	0	0	0	0	0	0
KIR3DL3_12	0	0	0	0	0	0
KIR3DL3_13	0	0	0	0	0	0
KIR3DL3_14	0	0	0	0	0	0
KIR3DL3_15	0	0	0	0	0	0
KIR3DL3_16	0	0	0	0	0	0
KIR3DL3_17	0	0	0	0	0	0
KIR3DL3_18	0	0	0	0	0	0
KIR3DL3_19	0	0	0	0	0	0
KIR3DL3_2	0	0	0	0	0	0
KIR3DL3_20	0	0	0	0	0	0
KIR3DL3_21	0	0	0	0	0	0
KIR3DL3_22	0	0	0	0	0	0
KIR3DL3_23	0	0	0	0	0	0
KIR3DL3_24	0	0	0	0	0	0
KIR3DL3_25	0	0	0	0	0	0
KIR3DL3_26	0	0	0	0	0	0
KIR3DL3_27	0	0	0	0	0	0
KIR3DL3_28	0	0	0	0	0	0
KIR3DL3_29	0	0	0	0	0	0
KIR3DL3_3	0	0	0	0	0	0
KIR3DL3_30	0	0	0	0	0	0
KIR3DL3_31	0	0	0	0	0	0
KIR3DL3_32	0	0	0	0	0	0
KIR3DL3_33	0	0	0	0	0	0
KIR3DL3_34	0	0	0	0	0	0
KIR3DL3_35	0	0	0	0	0	0
KIR3DL3_36	0	0	0	0	0	0
KIR3DL3_37	0	0	0	0	0	0
KIR3DL3_38	0	0	0	0	0	0
KIR3DL3_39	0	0	0	0	0	0
KIR3DL3_4	0	0	0	0	0	0
KIR3DL3_40	0	0	0	0	0	0
KIR3DL3_41	0	0	0	0	0	0
KIR3DL3_42	0	0	0	0	0	0
KIR3DL3_43	0	0	0	0	0	0
KIR3DL3_44	0	0	0	0	0	0
KIR3DL3_45	0	0	0	0	0	0
KIR3DL3_46	0	0	0	0	0	0
KIR3DL3_5	0	0	0	0	0	0
KIR3DL3_6	0	0	0	0	0	0
KIR3DL3_7	0	0	0	0	0	0
KIR3DL3_8	0	0	0	0	0	0
KIR3DL3_9	0	0	0	0	0	0
KIR3DS1	0	0	0	0	0	0
KIR3DS1_1	0	0	0	0	0	0
KIR3DS1_2	0	0	0	0	0	0
KIR3DS1_3	0	0	0	0	0	0
KIR3DS1_4	0	0	0	0	0	0
KIR3DS1_5	0	0	0	0	0	0
KIR3DS1_6	0	0	0	0	0	0
KIR3DS1_7	0	0	0	0	0	0
KIR3DS1_8	0	0	0	0	0	0
KIR3DS1_9	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0
KIR3DX1_1	0	0	0	0	0	0
KIR3DX1_2	0	0	0	0	0	0
KIR3DX1_3	0	0	0	0	0	0
KIRREL1	309	143	129	306	114	323
KIRREL1-IT1	1	0	1	0	0	0
KIRREL2	0	5	0	0	0	0
KIRREL3	13	4	4	20	1	0
KIRREL3-AS2	0	0	0	1	0	0
KIRREL3-AS3	0	0	0	5	0	0
KISS1	14	54	5	28	2	31
KISS1R	0	39	0	0	0	2
KIT	136	85	30	14	20	43
KITLG	170	1222	63	258	30	250
KIZ	178	254	134	229	153	206
KIZ-AS1	0	1	0	2	0	0
KL	7	17	12	15	1	13
KLB	850	2640	1010	5957	1311	2957
KLC1	424	414	361	328	396	1308
KLC2	70	506	30	295	43	414
KLC3	11	52	0	7	1	0
KLC4	1069	1265	1094	767	1372	239
KLF1	0	1	0	2	0	0
KLF10	886	1354	1278	1131	1771	1226
KLF11	1015	1246	734	1270	1069	563
KLF12	1020	730	1048	673	1120	307
KLF13	24	42	10	13	54	28
KLF13_1	0	0	0	0	0	0
KLF13_2	0	0	0	0	0	0
KLF14	0	8	0	0	0	0
KLF15	1102	1626	1223	696	1537	644
KLF16	408	375	138	470	218	1242
KLF17	0	0	0	0	0	0
KLF18	0	0	0	0	0	0
KLF2	639	138	358	128	199	303
KLF3	1871	1438	1603	2359	1498	2782
KLF3-AS1	14	2	7	2	10	8
KLF4	400	243	211	600	178	148
KLF5	275	379	102	291	13	348
KLF6	5640	2018	2676	1411	2784	4947
KLF7	377	98	208	153	140	493
KLF8	73	5	28	7	22	34
KLF9	3471	1721	2313	1057	2433	1282
KLF9-DT	0	8	0	1	1	1
KLHDC1	55	37	64	12	43	39
KLHDC10	1500	1937	1288	1125	1264	2170
KLHDC2	1134	570	1339	472	1342	711
KLHDC3	998	1542	1070	4583	1105	1583
KLHDC4	156	145	145	193	144	272
KLHDC7A	191	354	190	43	171	145
KLHDC7B	14	40	10	15	22	73
KLHDC7B-DT	4	5	1	3	5	3
KLHDC8A	1	1	0	21	0	6
KLHDC8B	196	402	167	510	180	260
KLHDC9	73	150	56	314	54	28
KLHL1	0	0	0	0	0	0
KLHL10	4	1	1	0	2	1
KLHL11	192	213	162	330	120	311
KLHL12	379	1378	370	1584	445	1464
KLHL13	92	34	95	283	80	117
KLHL14	6	0	2	1	2	0
KLHL15	555	708	400	414	374	747
KLHL17	38	83	21	72	33	100
KLHL18	141	335	94	209	139	262
KLHL2	738	572	529	204	715	311
KLHL20	413	816	332	1264	378	467
KLHL21	387	2618	320	709	301	1616
KLHL22	177	335	162	298	167	287
KLHL23	3	13	0	4	3	9
KLHL24	1005	1343	954	1294	856	1006
KLHL25	55	285	60	111	160	309
KLHL26	77	144	80	98	99	199
KLHL28	250	167	210	124	156	206
KLHL29	137	300	26	232	28	215
KLHL3	139	394	63	9	69	70
KLHL30	7	1	5	32	2	14
KLHL31	25	185	8	54	18	80
KLHL32	16	7	16	35	15	4
KLHL33	1	2	14	7	6	3
KLHL34	6	191	3	2	2	0
KLHL35	4	7	1	8	1	3
KLHL36	487	311	349	872	284	508
KLHL38	2	0	1	0	0	38
KLHL4	56	13	30	3	18	64
KLHL40	0	0	0	0	0	0
KLHL41	14	9	7	8	11	227
KLHL42	369	755	286	704	222	842
KLHL5	2167	2257	1355	4818	1325	11349
KLHL6	109	73	56	38	54	197
KLHL6-AS1	12	28	13	0	32	1
KLHL7	297	676	251	418	199	656
KLHL7-DT	0	8	4	13	4	7
KLHL8	391	438	490	605	319	1810
KLHL9	709	612	482	1317	485	2064
KLK1	0	0	0	0	0	3
KLK10	24	1	18	0	3	0
KLK11	54	0	28	0	1	1
KLK12	0	0	1	0	0	0
KLK13	0	1	0	0	0	0
KLK14	1	2	0	0	0	4
KLK15	0	1	0	0	0	0
KLK2	0	0	0	0	0	0
KLK3	0	0	0	0	0	0
KLK4	0	0	0	0	0	0
KLK5	0	0	0	0	0	0
KLK6	0	0	0	0	0	0
KLK7	0	0	0	0	0	0
KLK8	0	0	0	0	0	0
KLK9	0	0	0	0	0	0
KLKB1	3205	781	4492	604	4571	465
KLKP1	0	0	0	0	0	0
KLLN	0	0	0	0	0	0
KLLN_1	0	0	0	0	0	0
KLRA1P	17	20	4	44	10	49
KLRB1	316	19	134	28	129	51
KLRC1	19	7	9	0	7	3
KLRC2	3	0	3	0	5	4
KLRC3	6	4	2	0	6	3
KLRC4	4	0	8	0	2	5
KLRC4-KLRK1	0	2	1	0	0	0
KLRD1	144	22	71	8	136	69
KLRF1	45	13	26	12	21	4
KLRF2	1	1	0	0	0	0
KLRG1	103	70	57	48	44	95
KLRG2	0	2	0	0	0	0
KLRK1	4	0	3	0	3	3
KLRK1-AS1	3	0	2	0	2	2
KMO	1951	1895	1487	60	1831	294
KMT2A	963	1384	837	1416	607	1873
KMT2B	370	833	343	627	307	864
KMT2C	1069	1650	945	1906	823	2010
KMT2D	629	1279	737	1312	614	1451
KMT2E	1197	991	845	1531	656	1640
KMT2E-AS1	11	13	10	34	2	7
KMT5A	134	317	91	235	108	422
KMT5B	742	999	670	884	608	1131
KMT5C	36	126	30	99	17	94
KNCN	0	0	0	0	0	0
KNDC1	9	0	10	522	51	1
KNG1	42063	12993	53547	34461	49548	9262
KNL1	187	1729	185	649	208	936
KNOP1	238	648	244	1271	194	527
KNSTRN	117	798	103	333	103	727
KNTC1	146	1628	152	1722	79	426
KPNA1	1576	2152	1349	1616	1334	2268
KPNA2	263	6272	174	1846	185	3471
KPNA3	762	1094	648	631	652	2729
KPNA4	989	2613	720	1872	660	3189
KPNA5	177	63	102	254	88	234
KPNA6	1048	2728	853	753	980	2702
KPNA7	0	0	0	0	0	0
KPNA7_1	0	0	0	0	0	0
KPNB1	2634	8538	2326	6957	2440	9893
KPRP	0	0	0	0	0	0
KPTN	60	216	71	125	55	123
KRAS	593	695	511	742	368	1077
KRBA1	48	133	26	86	29	44
KRBA2	48	72	39	61	39	64
KRBOX1	4	2	1	1	3	0
KRBOX1-AS1	0	0	0	0	0	0
KRBOX4	110	139	85	157	83	198
KRCC1	525	556	506	167	435	868
KREMEN1	180	108	137	88	219	161
KREMEN2	3	14	0	5	1	2
KRI1	220	321	189	398	199	587
KRIT1	453	723	423	624	335	668
KRR1	561	835	574	918	528	1111
KRT1	1	0	0	0	0	0
KRT10	257	523	204	302	158	1202
KRT12	0	0	0	0	0	0
KRT12_1	0	0	0	0	0	0
KRT13	0	0	0	0	0	0
KRT14	0	0	0	0	0	0
KRT15	4	0	3	0	0	2
KRT16	0	0	0	0	1	0
KRT16P1	0	0	0	0	0	0
KRT16P1_1	0	0	0	0	0	0
KRT16P2	7	0	0	0	0	0
KRT16P3	0	0	0	0	0	0
KRT17	11	8	1	2	0	9
KRT17P1	1	1	0	0	1	0
KRT17P2	0	0	0	0	0	0
KRT17P2_1	0	0	0	0	0	0
KRT17P5	0	0	0	0	0	0
KRT17P5_1	0	0	0	0	0	0
KRT18	3157	3374	1827	3274	1658	3162
KRT18P55	0	2	1	1	0	1
KRT19	437	6	111	0	28	3
KRT19P2	0	1	0	0	0	0
KRT2	0	0	0	0	0	0
KRT20	0	0	0	0	0	0
KRT20_1	0	0	0	0	0	0
KRT222	154	210	69	21	78	4
KRT23	0	0	0	0	0	0
KRT23_1	0	0	0	0	0	0
KRT24	0	0	0	0	0	0
KRT25	0	0	0	0	0	0
KRT26	0	0	0	0	0	0
KRT27	0	0	2	0	1	0
KRT28	0	0	0	0	0	0
KRT3	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
KRT31_1	0	0	0	0	0	0
KRT32	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
KRT33A_1	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0
KRT33B_1	0	0	0	0	0	0
KRT34	0	0	0	0	0	0
KRT34_1	0	0	0	0	0	0
KRT35	0	0	0	0	0	0
KRT36	0	1	1	0	2	0
KRT37	0	0	0	0	0	0
KRT37_1	0	0	0	0	0	0
KRT38	0	0	0	0	0	0
KRT39	0	0	0	0	0	0
KRT39_1	0	0	0	0	0	0
KRT4	5	0	0	0	0	33
KRT40	0	0	0	0	0	0
KRT40_1	0	0	0	0	0	0
KRT42P	0	0	0	0	0	0
KRT5	1	0	1	0	0	0
KRT6A	0	0	0	0	0	0
KRT6B	0	1	0	0	0	0
KRT6C	0	0	0	0	0	0
KRT7	1154	23	347	7	50	44
KRT7-AS	14	0	4	0	0	3
KRT71	1	0	1	0	0	0
KRT72	1	0	0	0	0	0
KRT73	0	0	0	0	0	0
KRT73-AS1	0	0	0	0	0	0
KRT74	0	0	0	0	0	0
KRT75	0	0	0	0	0	0
KRT76	0	0	0	0	0	0
KRT77	0	0	0	0	0	0
KRT78	0	0	0	0	0	0
KRT79	0	0	0	0	0	1
KRT8	3910	4051	2684	2791	1762	4005
KRT80	82	2	8	18	1	273
KRT81	2	1	2	0	0	2
KRT82	0	0	0	0	0	0
KRT83	0	0	0	0	0	0
KRT84	0	0	0	0	0	0
KRT85	0	0	2	0	0	0
KRT86	8	0	3	1	0	11
KRT87P	3	0	0	0	0	7
KRT8P41	2	1	0	0	0	1
KRT9	0	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	0
KRTAP1-1_1	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0
KRTAP1-3_1	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRTAP1-4_1	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0
KRTAP1-5_1	0	0	0	0	0	0
KRTAP10-1	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0
KRTAP10-4	0	1	0	0	1	0
KRTAP10-5	0	0	0	0	0	0
KRTAP10-6	1	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0
KRTAP16-1_1	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0
KRTAP17-1_1	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0
KRTAP19-5	0	1	0	0	0	3
KRTAP19-6	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0
